Assembly,State_Name,Party_Name,Party_Type,Party_ID,Frequent_Abbreviation,Last_Abbreviation,Abbreviations,Start_Year,Last_Year,No_Assemblies_Contested,Assemblies_Contested,Candidates_Contested,Candidates_Represented,Females_Contested,Females_Represented,SC_Seats_Contested,SC_Seats_Represented,ST_Seats_Contested,ST_Seats_Represented,BiPoll_Contested,party_canonical,party_abbr_clean,state_raw,state_canonical,party_type_clean,active_1952_2024
Lok_Sabha,All_States,All India Praja Party,,18180.0,AINPP,AINPP,AINPP,2019.0,2019.0,1,17,3,0,0,0,1,0,0,0,0,AINPP,AINPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,India Praja Bandhu Party,,3331.0,IPBP,IPBP,IPBP,2019.0,2019.0,1,17,12,0,2,0,3,0,0,0,0,IPBP,IPBP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Nava Samaj Party,,5814.0,NVSP,NVSP,NVSP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NVSP,NVSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bahujan Maha Party,,1060.0,BAHUMP,BAHUMP,BAHUMP,2019.0,2019.0,1,17,20,0,0,0,2,0,0,0,0,BAHUMP,BAHUMP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Navarang Congress Party,,17092.0,NRCP,NRCP,NRCP,2019.0,2019.0,1,17,5,0,0,0,0,0,0,0,0,NRCP,NRCP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,National Dalitha Dhal Party,,17097.0,NDDHP,NDDHP,NDDHP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NDDHP,NDDHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Hardam Manavtawadi Rashtriya Dal,,18201.0,HMRD,HMRD,HMRD,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,HMRD,HMRD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,National Nava Kranthi Party,,17098.0,NNKP,NNKP,NNKP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NNKP,NNKP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,All Peoples Party,,816.0,AlPP,AlPP,AlPP,2019.0,2019.0,1,17,1,0,0,0,1,0,0,0,0,AlPP,AlPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Anna YSR Congress Party,,932.0,AYSRCP,AYSRCP,AYSRCP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,AYSRCP,AYSRCP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Samajwadi Forward Bloc,,7333.0,SMFB,SMFB,SMFB,2019.0,2019.0,1,17,11,0,0,0,1,0,1,0,0,SMFB,SMFB,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Radical Democrats,,24350.0,RD,RD,RD,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RD,RD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Vishwa Jana Party,,17111.0,VJNP,VJNP,VJNP,2019.0,2019.0,1,17,2,0,0,0,1,0,0,0,0,VJNP,VJNP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Janapaalana Party (Democratic),,17114.0,JPD,JPD,JPD,2019.0,2019.0,1,17,1,0,0,0,1,0,0,0,0,JPD,JPD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Navataram Party,,17117.0,NavaP,NavaP,NavaP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NavaP,NavaP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Voters Party  International,,8516.0,VPI,VPI,VPI,2019.0,2019.0,1,17,20,0,1,0,3,0,1,0,0,VPI,VPI,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Purvanchal Janta Party (Secular),,24534.0,PUJP,PUJP,PUJP,2019.0,2019.0,1,17,14,0,1,0,0,0,1,0,0,PUJP,PUJP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,"United People’s Party, Liberal",,24351.0,UPPL,UPPL,UPPL,2019.0,2019.0,1,17,2,0,0,0,0,0,1,0,0,UPPL,UPPL,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharatiya Gana Parishad,,1397.0,BGanP,BGanP,BGanP,2019.0,2019.0,1,17,4,0,0,0,0,0,0,0,0,BGanP,BGanP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,The National Road Map Party of India,,8325.0,TNRMPI,TNRMPI,TNRMPI,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,TNRMPI,TNRMPI,All_States,All_States,Unknown,True
Lok_Sabha,All_States,National Republican Congress,,24352.0,NRCong,NRCong,NRCong,2019.0,2019.0,1,17,2,0,1,0,0,0,0,0,0,NRCong,NRCong,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Swarna Bharat Party,,18091.0,SwaBP,SwaBP,SwaBP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,SwaBP,SwaBP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Asom Jana Morcha,,24353.0,AJM,AJM,AJM,2019.0,2019.0,1,17,4,0,0,0,0,0,0,0,0,AJM,AJM,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Assam Dristi Party,,24354.0,ADRP,ADRP,ADRP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,ADRP,ADRP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Hind Sena,,24355.0,RAHIS,RAHIS,RAHIS,2019.0,2019.0,1,17,6,0,0,0,0,0,0,0,0,RAHIS,RAHIS,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bihar Lok Nirman Dal,,24953.0,BLND,BLND,BLND,2019.0,2019.0,1,17,8,0,0,0,0,0,0,0,0,BLND,BLND,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Sarvjan Vikas Party,,6841.0,RSJVP,RSJVP,RSJVP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,RSJVP,RSJVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Janhit Kisan Party,,4534.0,JKiP,JKiP,JKiP,2019.0,2019.0,1,17,8,0,0,0,0,0,0,0,0,JKiP,JKiP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Loktantrik Jan Swaraj Party,,24969.0,LAJSP,LAJSP,LAJSP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,LAJSP,LAJSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bahujan Nyay Dal,,1087.0,BNDl,BNDl,BNDl,2019.0,2019.0,1,17,4,0,1,0,0,0,0,0,0,BNDl,BNDl,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Jansambhavna Party,,6582.0,RJBP,RJBP,RJBP,2019.0,2019.0,1,17,13,0,2,0,1,0,0,0,0,RJBP,RJBP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Akhil Bhartiya Apna Dal,,393.0,AKBHAD,AKBHAD,AKBHAD,2019.0,2019.0,1,17,5,0,1,0,0,0,0,0,0,AKBHAD,AKBHAD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Samta Party (Secular),,24356.0,RSPSR,RSPSR,RSPSR,2019.0,2019.0,1,17,5,0,1,0,0,0,0,0,0,RSPSR,RSPSR,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Asli Deshi Party,,24935.0,ASDHP,ASDHP,ASDHP,2019.0,2019.0,1,17,4,0,0,0,0,0,0,0,0,ASDHP,ASDHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharat Prabhat Party,,18101.0,BHAPRAP,BHAPRAP,BHAPRAP,2019.0,2019.0,1,17,52,0,3,0,9,0,1,0,0,BHAPRAP,BHAPRAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bahujan Azad Party,,24357.0,BJAZP,BJAZP,BJAZP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,BJAZP,BJAZP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Kisan Party of India,,24964.0,KPOI,KPOI,KPOI,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,KPOI,KPOI,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Mitra Party,,1995.0,BMtrP,BMtrP,BMtrP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,BMtrP,BMtrP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Vikassheel Insaan Party,Local Party,18731.0,VSIP,VIP,VSIP,2019.0,2019.0,1,17,4,0,1,0,0,0,0,0,0,VSIP,VSIP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Pragatishil Samajwadi Party (Lohia),,17283.0,PSPL,PSPL,PSPL,2019.0,2019.0,1,17,83,0,11,0,16,0,1,0,0,PSPL,PSPL,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Samajwadi Janata Dal Democratic,,7361.0,SJDD,SJDD,SJDD,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,SJDD,SJDD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Peoples Party of India (Democratic),,6054.0,PPID,PPID,PPID,2019.0,2019.0,1,17,56,0,9,0,12,0,2,0,0,PPID,PPID,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Aam Adhikar Morcha,,24923.0,AAM,AAM,AAM,2019.0,2019.0,1,17,5,0,1,0,1,0,0,0,0,AAM,AAM,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Aadarsh Mithila Party,,3.0,AMiP,AMiP,AMiP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,AMiP,AMiP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Aam Janta Party Rashtriya,,40.0,AJPR,AJPR,AJPR,2019.0,2019.0,1,17,3,0,1,0,1,0,0,0,0,AJPR,AJPR,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Vanchit Samaj Party,,24997.0,VCSMP,VCSMP,VCSMP,2019.0,2019.0,1,17,4,0,0,0,1,0,0,0,0,VCSMP,VCSMP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jan Adhikar Party (Loktantrik),,18226.0,JAPL,JAPL,JAPL,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,JAPL,JAPL,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Baliraja Party,,18015.0,BALP,BALP,BALP,2019.0,2019.0,1,17,7,0,0,0,0,0,0,0,0,BALP,BALP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Mithilanchal Mukti Morcha,,24970.0,mimm,mimm,mimm,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,mimm,mimm,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Krantikari Yuva Party,,4910.0,YKP,YKP,YKP,2019.0,2019.0,1,17,4,0,0,0,1,0,0,0,0,YKP,YKP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Aap Aur Hum Party,,43.0,AAHPty,AAHPty,AAHPty,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,AAHPty,AAHPty,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Garib Janshakti Party,,3085.0,GJNP,GJNP,GJNP,2019.0,2019.0,1,17,2,0,1,0,0,0,0,0,0,GJNP,GJNP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jantantrik Vikas Party,,24963.0,JTVP,JTVP,JTVP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,JTVP,JTVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sapaks Party,,18322.0,SPAKP,SPAKP,SPAKP,2019.0,2019.0,1,17,12,0,3,0,1,0,1,0,0,SPAKP,SPAKP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Lok  Chetna  Dal,,24967.0,LCD,LCD,LCD,2019.0,2019.0,1,17,1,0,1,0,0,0,0,0,0,LCD,LCD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Sahyog Party,,24985.0,RSTSAHP,RSTSAHP,RSTSAHP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RSTSAHP,RSTSAHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sanyukt Vikas Party,,7674.0,SANVP,SANVP,SANVP,2019.0,2019.0,1,17,6,0,1,0,1,0,0,0,0,SANVP,SANVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Maanavvaadi Janta Party,,5230.0,ManJP,ManJP,ManJP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,ManJP,ManJP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jago Hindustan Party,,24958.0,JGHTP,JGHTP,JGHTP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,JGHTP,JGHTP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya New Sanskar Krantikari Party,,2005.0,BNSKP,BNSKP,BNSKP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,BNSKP,BNSKP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Purvanchal Mahapanchayat,,6283.0,PMPT,PMPT,PMPT,2019.0,2019.0,1,17,3,0,1,0,0,0,0,0,0,PMPT,PMPT,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Insan Party,,1907.0,BHAIP,BHAIP,BHAIP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,BHAIP,BHAIP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sathi Aur Aapka Faisala Party,,7723.0,SAAFP,SAAFP,SAAFP,2019.0,2019.0,1,17,2,0,1,0,1,0,0,0,0,SAAFP,SAAFP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Janta Raj Vikas Party,,4604.0,JRVP,JRVP,JRVP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,JRVP,JRVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Wazib Adhikar Party,,24998.0,WAP,WAP,WAP,2019.0,2019.0,1,17,1,0,0,0,1,0,0,0,0,WAP,WAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Lokmat Rashtrwadi Party,,1990.0,BLRP,BLRP,BLRP,2019.0,2019.0,1,17,7,0,0,0,1,0,0,0,0,BLRP,BLRP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Dalit Party,,1896.0,BDlP,BDlP,BDlP,2019.0,2019.0,1,17,3,0,1,0,1,0,0,0,0,BDlP,BDlP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Hindustani Awam Morcha (Secular),Local Party,3285.0,HAMS,HAMS,HAMS,2019.0,2019.0,1,17,3,0,0,0,1,0,0,0,0,HAMS,HAMS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Samagra Utthan Party,,24358.0,SGUP,SGUP,SGUP,2019.0,2019.0,1,17,7,0,0,0,0,0,0,0,0,SGUP,SGUP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,National Jagaran Party,,17965.0,NJP,NJP,NJP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NJP,NJP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Public Mission Party,,6262.0,PMP,PMP,PMP,2019.0,2019.0,1,17,2,0,0,0,1,0,0,0,0,PMP,PMP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharatiya Aam Awam Party,,24940.0,BhAmAP,BhAmAP,BhAmAP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,BhAmAP,BhAmAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Apna Kisan Party,,24934.0,APKSP,APKSP,APKSP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,APKSP,APKSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtrawadi Chetna Party,,24359.0,RACHEP,RACHEP,RACHEP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RACHEP,RACHEP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Janvikas Party (Democratic),,6601.0,RJPD,RJPD,RJPD,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RJPD,RJPD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Kranti Vir Party,,1981.0,BKVP,BKVP,BKVP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,BKVP,BKVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Dal United,,24978.0,RDU,RDU,RDU,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RDU,RDU,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Akhil Hind Forward Bloc (Krantikari),,443.0,AHFBK,AHFBK,AHFBK,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,AHFBK,AHFBK,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Swaraj Party (Loktantrik),,8176.0,SPL,SPL,SPL,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,SPL,SPL,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Chandigarh Ki Aawaz Party,,24471.0,CHKAP,CHKAP,CHKAP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,CHKAP,CHKAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Manavadhikaar Federal Party,,18060.0,BMFP,BMFP,BMFP,2019.0,2019.0,1,17,10,0,1,0,0,0,0,0,0,BMFP,BMFP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Samaj Adhikar Kalyan Party,,7314.0,SAKAP,SAKAP,SAKAP,2019.0,2019.0,1,17,6,0,1,0,2,0,0,0,0,SAKAP,SAKAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Rashtrawadi Party,,2018.0,BhaRP,BhaRP,BhaRP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,BhaRP,BhaRP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Jan Samman Party,,18782.0,BJSAP,BJSAP,BJSAP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,BJSAP,BJSAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Hindustan Shakti Sena,,3279.0,HSS,HSS,HSS,2019.0,2019.0,1,17,9,0,1,0,1,0,0,0,0,HSS,HSS,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Kisan Party,,1979.0,BKNP,BKNP,BKNP,2019.0,2019.0,1,17,15,0,3,0,0,0,0,0,0,BKNP,BKNP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Lokswaraj Party,,6713.0,RasLP,RasLP,RasLP,2019.0,2019.0,1,17,8,0,0,0,3,0,0,0,0,RasLP,RasLP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sarvjan Sewa Party,,24398.0,SVJSP,SVJSP,SVJSP,2019.0,2019.0,1,17,2,0,1,0,1,0,0,0,0,SVJSP,SVJSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Jansabha Party,,14657.0,RJsbhP,RJsbhP,RJsbhP,2019.0,2019.0,1,17,7,0,0,0,1,0,1,0,0,RJsbhP,RJsbhP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Tribal Party,,2055.0,BTP,BTP,BTP,2019.0,2019.0,1,17,19,0,1,0,1,0,10,0,0,BTP,BTP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Kisan Mazdoor Sangharsh Party,,4862.0,KMSP,KMSP,KMSP,2019.0,2019.0,1,17,4,0,1,0,0,0,1,0,0,KMSP,KMSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Chhattisgarh Vikas Ganga Rashtriya Party,,18026.0,cvgrp,cvgrp,cvgrp,2019.0,2019.0,1,17,2,0,2,0,1,0,1,0,0,cvgrp,cvgrp,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharat Bhoomi Party,,18028.0,BHBHP,BHBHP,BHBHP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,BHBHP,BHBHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bhartiya Panchyat Party,,2011.0,BPCP,BYPP,BYPP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,BPCP,BPCP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Adhikar Vikas Party,,94.0,ADVIP,AVVP,AVVP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,ADVIP,ADVIP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharatiya Sarvjan Hitey Samaj Party,,1842.0,BSHSP,BSHSP,BSHSP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,BSHSP,BSHSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Swabhiman Party,,8163.0,SWAP,SWAP,SWAP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,SWAP,SWAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Forward Democratic Labour Party,,3063.0,FDLP,FDLP,FDLP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,FDLP,FDLP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sarvodaya Bharat Party,,7712.0,SABHP,SABHP,SABHP,2019.0,2019.0,1,17,8,0,1,0,0,0,0,0,0,SABHP,SABHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Akhil Bharat Samagra Kranti Party,,223.0,ABSKP,ABSKP,ABSKP,2019.0,2019.0,1,17,1,0,0,0,0,0,1,0,0,ABSKP,ABSKP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Navsarjan Bharat Party,,24472.0,NSBHP,NSBHP,NSBHP,2019.0,2019.0,1,17,1,0,0,0,0,0,1,0,0,NSBHP,NSBHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Mazdoor Kirayedar Vikas Party,,18404.0,MKDVP,MKDVP,MKDVP,2019.0,2019.0,1,17,5,0,1,0,1,0,0,0,0,MKDVP,MKDVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Aapki Apni Party (Peoples),,18403.0,AAPP,AAPP,AAPP,2019.0,2019.0,1,17,22,0,1,0,2,0,0,0,0,AAPP,AAPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtra Nirman Party,,6344.0,RaNP,RaNP,RaNP,2019.0,2019.0,1,17,5,0,0,0,0,0,0,0,0,RaNP,RaNP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Right to Recall Party,,17316.0,RTORP,RTORP,RTORP,2019.0,2019.0,1,17,14,0,1,0,1,0,0,0,0,RTORP,RTORP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Kanshiram Bahujan Dal,,24442.0,KBD,KBD,KBD,2019.0,2019.0,1,17,5,0,0,0,2,0,0,0,0,KBD,KBD,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Bharat Lok Sewak Party,,1312.0,BLokSP,BLokSP,BLokSP,2019.0,2019.0,1,17,4,0,1,0,0,0,0,0,0,BLokSP,BLokSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Samrasta Party,,24473.0,RHSP,RHSP,RHSP,2019.0,2019.0,1,17,3,0,0,0,1,0,0,0,0,RHSP,RHSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sarvodaya Prabhat Party,,24554.0,SPRP,SPRP,SPRP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,SPRP,SPRP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Challengers Party,,24474.0,CHALP,CHALP,CHALP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,CHALP,CHALP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Sanjhi Virasat Party,,7664.0,SJVP,SJVP,SJVP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,SJVP,SJVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,National Apni Party,,5573.0,NAPt,NAPt,NAPt,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NAPt,NAPt,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Uttarakhand Pragatisheel Party,,8455.0,UtPP,UtPP,UtPP,2019.0,2019.0,1,17,2,0,0,0,0,0,0,0,0,UtPP,UtPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Satya Bahumat Party,,18273.0,SatBP,SatBP,SatBP,2019.0,2019.0,1,17,7,0,1,0,1,0,1,0,0,SatBP,SatBP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Anjaan Aadmi Party,,928.0,AnAP,AnAP,AnAP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,AnAP,AnAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Akhand Rashtrawadi Party,,142.0,ARK,ARK,ARK,2019.0,2019.0,1,17,4,0,0,0,0,0,0,0,0,ARK,ARK,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Corruption Abolition Party,,24475.0,CoAP,CoAP,CoAP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,CoAP,CoAP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Socialist Janata Party,,8010.0,SOJP,SoJP,SoJP,2019.0,2019.0,1,17,1,0,0,0,1,0,0,0,0,SOJP,SOJP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Janshakti Party (Secular),,18083.0,RJSPS,RJSPS,RJSPS,2019.0,2019.0,1,17,7,0,2,0,1,0,0,0,0,RJSPS,RJSPS,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Hum Bhartiya Party,,17560.0,HBP,HBP,HBP,2019.0,2019.0,1,17,9,0,1,0,2,0,1,0,0,HBP,HBP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jan Samman party,,4148.0,JNSMP,JNSMP,JNSMP,2019.0,2019.0,1,17,3,0,1,0,1,0,0,0,0,JNSMP,JNSMP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtriya Power Party,,24360.0,RPWP,RPWP,RPWP,2019.0,2019.0,1,17,3,0,1,0,2,0,0,0,0,RPWP,RPWP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Garvi Gujarat Party,,24361.0,GAGUP,GAGUP,GAGUP,2019.0,2019.0,1,17,3,0,0,0,0,0,0,0,0,GAGUP,GAGUP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Yuva Jan Jagriti Party,,8594.0,YJJP,YJJP,YJJP,2019.0,2019.0,1,17,6,0,1,0,0,0,0,0,0,YJJP,YJJP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jan Satya Path Party,,4169.0,JANSAPP,JANSAPP,JANSAPP,2019.0,2019.0,1,17,4,0,0,0,1,0,0,0,0,JANSAPP,JANSAPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Rashtra Vikas Zumbes Party,,6352.0,RVZP,RVZP,RVZP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,RVZP,RVZP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Nirbhay Bharteey Party,,24362.0,NIRBHP,NIRBHP,NIRBHP,2019.0,2019.0,1,17,1,0,0,0,0,0,0,0,0,NIRBHP,NIRBHP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Manvadhikar National Party,,5355.0,MaNPa,MaNPa,MaNPa,2019.0,2019.0,1,17,4,0,1,0,1,0,0,0,0,MaNPa,MaNPa,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Jan Sangharsh Virat Party,,4165.0,JSVP,JSVP,JSVP,2019.0,2019.0,1,17,5,0,0,0,2,0,0,0,0,JSVP,JSVP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Lok Gathbandhan Party,,5013.0,LOGAP,LOGAP,LOGAP,2019.0,2019.0,1,17,7,0,1,0,1,0,0,0,0,LOGAP,LOGAP,All_States,All_States,Unknown,True
