Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year,state_raw,state_canonical,election_year_clean
Dharmapuri,13,SC,Tamil Nadu,"Sekhar, M. G.",All India Anna Dravida Munnetra Kazhagam,1008221.0,690708.0,68.5,113020.0,16.4,1989.0,Tamil Nadu,Tamil Nadu,1989
Dharwad North,24,GEN,Karnataka,D.K.Naikar,Indian National Congress,952624.0,635790.0,66.7,55548.0,8.7,1989.0,Karnataka,Karnataka,1989
Dharwad South,23,GEN,Karnataka,Mujahid B.M.,Indian National Congress,938007.0,691607.0,73.7,28648.0,4.1,1989.0,Karnataka,Karnataka,1989
Dhenkanal,19,GEN,Orissa,Bhajaman Behra,Janata Dal,890023.0,587411.0,66.0,123005.0,20.9,1989.0,Orissa,Odisha,1989
Dhubri,4,GEN,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Dhule,14,GEN,Maharashtra,Bhoy Reshma Motiram,Indian National Congress,897783.0,447540.0,49.9,22567.0,5.0,1989.0,Maharashtra,Maharashtra,1989
Diamond Harbour,17,GEN,West Bengal,Amal Datta,Communist Party Of India (MARXIST),940260.0,746043.0,79.3,43045.0,5.8,1989.0,West Bengal,West Bengal,1989
Dibrugarh,13,GEN,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Dindigul,23,GEN,Tamil Nadu,"Srinivasan, C.",All India Anna Dravida Munnetra Kazhagam,1032870.0,654944.0,63.4,235368.0,35.9,1989.0,Tamil Nadu,Tamil Nadu,1989
Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Brij Bhushan Tiwari,Janata Dal,956276.0,559704.0,58.5,65140.0,11.6,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Dum Dum,20,SC,West Bengal,Nirmal Kanti Chatterjee,Communist Party Of India (MARXIST),1297758.0,1027270.0,79.2,117004.0,11.4,1989.0,West Bengal,West Bengal,1989
Dumka,27,ST,Bihar [1947 - 1999],Shibu Sohan,Jharkhand Mukti Morcha,869933.0,416655.0,47.9,109601.0,26.3,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Durg,21,GEN,Madhya Pradesh [1947 - 1999],Purushottam Kaushik,Janata Dal,1042098.0,643231.0,61.7,110033.0,17.1,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Durgapur,37,SC,West Bengal,Purna Chandra Malik,Communist Party Of India (MARXIST),1020338.0,732788.0,71.8,262624.0,35.8,1989.0,West Bengal,West Bengal,1989
East Delhi,4,GEN,Delhi [1977 Onwards],H. K. L. Bhagat,Indian National Congress,1480564.0,734802.0,49.6,175999.0,24.0,1989.0,Delhi [1977 Onwards],Delhi [1977 Onwards],1989
Eluru,11,GEN,Andhra Pradesh,Krishana,Indian National Congress,981369.0,773567.0,78.8,71407.0,9.2,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Erandol,16,GEN,Maharashtra,Patil Uttamrao Laxmanrao,Bharatiya Janta Party,951004.0,517540.0,54.4,4557.0,0.9,1989.0,Maharashtra,Maharashtra,1989
Ernakulam,11,GEN,Kerala,K. V. Thomas,Indian National Congress,961739.0,776614.0,80.8,36465.0,4.7,1989.0,Kerala,Kerala,1989
Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepk Singh,Bharatiya Janta Party,839232.0,453519.0,54.0,7473.0,1.6,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Ram Singh Shakya,Janata Dal,943657.0,508636.0,53.9,43015.0,8.5,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Mitra Sen,Communist Party Of India,920193.0,488752.0,53.1,5855.0,1.2,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Faridabad,6,GEN,Haryana,Bhajan Lal,Indian National Congress,1131257.0,710487.0,62.8,131227.0,18.5,1989.0,Haryana,Haryana,1989
Faridkot,12,GEN,Punjab,Jagdev Singh,Shiromani Akali Dal (SIMRANJIT SINGH MANN),1000795.0,643893.0,64.3,157383.0,24.4,1989.0,Punjab,Punjab,1989
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Santosh Bhartiya,Janata Dal,954177.0,531687.0,55.7,7484.0,1.4,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Pratap,Janata Dal,918378.0,456882.0,49.8,121556.0,26.6,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Ferozepur,13,GEN,Punjab,Dhian Singh,Independent,1037784.0,673128.0,64.9,32850.0,4.9,1989.0,Punjab,Punjab,1989
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ramji Lal Suman,Janata Dal,918575.0,447164.0,48.7,172826.0,38.6,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Gandhinagar,11,GEN,Gujarat,Veghela Shankarji Laxmanji,Bharatiya Janta Party,1318428.0,763015.0,57.9,268492.0,35.2,1989.0,Gujarat,Gujarat,1989
Ganganagar,1,SC,Rajasthan,Bega Ram,Janata Dal,1086118.0,576580.0,53.1,63533.0,11.0,1989.0,Rajasthan,Rajasthan,1989
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Chandra Mohan,Janata Dal,849189.0,418316.0,49.3,1007.0,0.2,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Gauhati,7,GEN,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Gaya,43,SC,Bihar [1947 - 1999],Inswar Chaudhary,Janata Dal,965265.0,676699.0,70.1,252923.0,37.4,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Keshari Lal,Janata Dal,908277.0,487047.0,53.6,155982.0,32.0,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Jagdish,Independent,1014670.0,543161.0,53.5,108142.0,19.9,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalp Nath,Indian National Congress,997052.0,506311.0,50.8,67290.0,13.3,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Giridih,46,GEN,Bihar [1947 - 1999],Ram Das Singh,Bharatiya Janta Party,938564.0,496118.0,52.9,8182.0,1.6,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Gobichettipalayam,19,SC,Tamil Nadu,"Narayanan, P.G.",All India Anna Dravida Munnetra Kazhagam,912953.0,630971.0,69.1,225957.0,35.8,1989.0,Tamil Nadu,Tamil Nadu,1989
Godda,28,GEN,Bihar [1947 - 1999],Janardhan Yadav,Bharatiya Janta Party,960243.0,580292.0,60.4,181433.0,31.3,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Godhra,18,GEN,Gujarat,Patel Shantila Purushottamdas,Janata Dal,831918.0,422431.0,50.8,60373.0,14.3,1989.0,Gujarat,Gujarat,1989
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Anand Singh Alias Annu Bhaiya,Indian National Congress,941053.0,485985.0,51.6,164150.0,33.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Gopalganj,4,GEN,Bihar [1947 - 1999],Rajmangal Mishra,Janata Dal,944046.0,688818.0,73.0,193921.0,28.2,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Avedya Nath,Akhil Bharatiya Hindu Mahasabha,872461.0,477838.0,54.8,45837.0,9.6,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Gulbarga,2,GEN,Karnataka,B.G.Jawali,Indian National Congress,1035569.0,637640.0,61.6,108838.0,17.1,1989.0,Karnataka,Karnataka,1989
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Vijaya Raje Scindia,Bharatiya Janta Party,1006096.0,568851.0,56.5,146290.0,25.7,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Guntur,15,GEN,Andhra Pradesh,N.G.Ranga,Indian National Congress,1114045.0,765766.0,68.7,65013.0,8.5,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Gurdaspur,1,GEN,Punjab,Sukhbans Kaur,Indian National Congress,948524.0,557362.0,58.8,77215.0,13.9,1989.0,Punjab,Punjab,1989
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhava Rao Scindiya Jeewaji Rao,Indian National Congress,953238.0,493898.0,51.8,149425.0,30.3,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,977499.0,736399.0,75.3,504448.0,68.5,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ganga Charan,Janata Dal,836789.0,432526.0,51.7,68600.0,15.9,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Hamirpur,4,SC,Himachal Pradesh,Thakur Prem Kumar Dhumal,Bharatiya Janta Party,770754.0,497814.0,64.6,31575.0,6.3,1989.0,Himachal Pradesh,Himachal Pradesh,1989
Hanamkonda,38,GEN,Andhra Pradesh,Kamaluddin Ahmed,Indian National Congress,959004.0,646420.0,67.4,63343.0,9.8,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],K.C.Tyagi (Kishan Chand),Janata Dal,1077433.0,539599.0,50.1,33254.0,6.2,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Parmai Lal,Janata Dal,893767.0,484185.0,54.2,24465.0,5.1,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Jagpal Singh,Indian National Congress,891098.0,505620.0,56.7,2463.0,0.5,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Hassan,19,GEN,Karnataka,H.C.Srikantaiah,Indian National Congress,1049009.0,773964.0,73.8,189155.0,24.4,1989.0,Karnataka,Karnataka,1989
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Bangali Singh,Janata Dal,896362.0,460444.0,51.4,95852.0,20.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Hazaribagh,48,GEN,Bihar [1947 - 1999],Yadunath Pandey,Bharatiya Janta Party,1010692.0,544547.0,53.9,43419.0,8.0,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Hindupur,24,GEN,Andhra Pradesh,S.Gangadhara,Indian National Congress,984977.0,681480.0,69.2,2168.0,0.3,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Hingoli,29,GEN,Maharashtra,Uttam Rathod,Indian National Congress,930557.0,520475.0,55.9,71170.0,13.7,1989.0,Maharashtra,Maharashtra,1989
Hissar,9,GEN,Haryana,Jai Parkash,Janata Dal,912985.0,583150.0,63.9,44679.0,7.7,1989.0,Haryana,Haryana,1989
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),961954.0,803156.0,83.5,69547.0,8.7,1989.0,West Bengal,West Bengal,1989
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,916182.0,544154.0,59.4,68229.0,12.5,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Hoshiarpur,6,GEN,Punjab,Kamal Chaudhary,Indian National Congress,946368.0,561184.0,59.3,68109.0,12.1,1989.0,Punjab,Punjab,1989
Howrah,24,GEN,West Bengal,Sushanta Chakarborty,Communist Party Of India (MARXIST),1127539.0,829059.0,73.5,1432.0,0.2,1989.0,West Bengal,West Bengal,1989
Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,Allindia Majlis-E Ithehad-Ul-Mulimeen,1278250.0,911396.0,71.3,133078.0,14.6,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Ichalkaranji,47,GEN,Maharashtra,Mane Balasaheb Alais Rajaram Shankarrao,Indian National Congress,938150.0,657923.0,70.1,73090.0,11.1,1989.0,Maharashtra,Maharashtra,1989
Idukki,14,GEN,Kerala,Palai K. M. Mathew,Indian National Congress,972940.0,746958.0,76.8,91479.0,12.2,1989.0,Kerala,Kerala,1989
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,1083491.0,651051.0,60.1,111614.0,17.1,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Inner Manipur,1,GEN,Manipur,N.Tombi Singh,Indian National Congress,602611.0,397804.0,66.0,7551.0,1.9,1989.0,Manipur,Manipur,1989
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Baburao Pranjpe,Bharatiya Janta Party,918415.0,504092.0,54.9,101772.0,20.2,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Jadavpur,18,GEN,West Bengal,Malini Bhattacharya,Communist Party Of India (MARXIST),1132041.0,892984.0,78.9,30900.0,3.5,1989.0,West Bengal,West Bengal,1989
Jagatsinghpur,7,SC,Orissa,Lokanath Choudhary,Communist Party Of India,972534.0,697992.0,71.8,148136.0,21.2,1989.0,Orissa,Odisha,1989
Jahanabad,41,GEN,Bihar [1947 - 1999],Ramashray Prasad Singh,Communist Party Of India,1058677.0,716296.0,67.7,72901.0,10.2,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1231644.0,724028.0,58.8,84487.0,11.7,1989.0,Rajasthan,Rajasthan,1989
Jajpur,4,ST,Orissa,Anadi Charan Das,Janata Dal,932961.0,633774.0,67.9,79332.0,12.5,1989.0,Orissa,Odisha,1989
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Ram Sewak Bhatiya,Janata Dal,929045.0,516013.0,55.5,24516.0,4.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Ch. Multan Signh,Janata Dal,870530.0,416356.0,47.8,97896.0,23.5,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,945499.0,620760.0,65.7,5436.0,0.9,1989.0,Maharashtra,Maharashtra,1989
Jalna,32,GEN,Maharashtra,Pundlik Hari Danwe,Bharatiya Janta Party,990208.0,603000.0,60.9,61965.0,10.3,1989.0,Maharashtra,Maharashtra,1989
Jalore,22,GEN,Rajasthan,Kailash Meghwal,Bharatiya Janta Party,1076975.0,599107.0,55.6,53405.0,8.9,1989.0,Rajasthan,Rajasthan,1989
Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India (MARXIST),935447.0,743650.0,79.5,112128.0,15.1,1989.0,West Bengal,West Bengal,1989
Jammu,6,GEN,Jammu & Kashmir,Janak Rai Gupta,Indian National Congress,1026600.0,584078.0,56.9,21695.0,3.7,1989.0,Jammu & Kashmir,Jammu and Kashmir,1989
Jamnagar,3,GEN,Gujarat,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),Bharatiya Janta Party,819518.0,364717.0,44.5,45574.0,12.5,1989.0,Gujarat,Gujarat,1989
Jamshedpur,50,GEN,Bihar [1947 - 1999],Shailendra Mahto,Jharkhand Mukti Morcha,953395.0,531840.0,55.8,8884.0,1.7,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),932369.0,732851.0,78.6,39181.0,5.3,1989.0,West Bengal,West Bengal,1989
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Dalip Singh Judeo,Bharatiya Janta Party,965293.0,575678.0,59.6,98893.0,17.2,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Raja Yadvendra Dutta,Bharatiya Janta Party,985506.0,485676.0,49.3,19290.0,4.0,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileepsingh Bhuria,Indian National Congress,876800.0,437814.0,49.9,116957.0,26.7,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Jhalawar,15,GEN,Rajasthan,Vasundhara Rajey,Bharatiya Janta Party,890749.0,514336.0,57.7,146541.0,28.5,1989.0,Rajasthan,Rajasthan,1989
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devandra Prassad Yadav,Janata Dal,958736.0,539539.0,56.3,159336.0,29.5,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,1045429.0,605281.0,57.9,103198.0,17.0,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Jhargram,33,ST,West Bengal,Matilal Hansda,Communist Party Of India (MARXIST),877223.0,711333.0,81.1,230898.0,32.5,1989.0,West Bengal,West Bengal,1989
Jhunjhunu,4,GEN,Rajasthan,Jagdeep Jhankar,Janata Dal,1125512.0,730259.0,64.9,161981.0,22.2,1989.0,Rajasthan,Rajasthan,1989
Jodhpur,24,GEN,Rajasthan,Jaswant Singh S/o Sardar Singh,Bharatiya Janta Party,1087557.0,602362.0,55.4,66246.0,11.0,1989.0,Rajasthan,Rajasthan,1989
Jorhat,12,GEN,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,932168.0,758242.0,81.3,63807.0,8.4,1989.0,West Bengal,West Bengal,1989
Jullundur,4,SC,Punjab,I.K.Gujral,Janata Dal,937892.0,554482.0,59.1,80358.0,14.5,1989.0,Punjab,Punjab,1989
Junagadh,6,GEN,Gujarat,Shekhada Govindhhal Kanjibhai,Janata Dal,915517.0,460709.0,50.3,108027.0,23.4,1989.0,Gujarat,Gujarat,1989
Kaira,19,ST,Gujarat,Chauhan Prabhatsinh Hathisinh,Janata Dal,922544.0,569684.0,61.8,109203.0,19.2,1989.0,Gujarat,Gujarat,1989
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Har Pal,Janata Dal,880593.0,533764.0,60.6,121829.0,22.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rudra Sen Chaudhary,Bharatiya Janta Party,866061.0,416083.0,48.0,3827.0,0.9,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapathi Pallamraju,Indian National Congress,979213.0,724677.0,74.0,82983.0,11.5,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Kalahandi,14,GEN,Orissa,Bahkta Charan Das,Janata Dal,840712.0,476306.0,56.7,51952.0,10.9,1989.0,Orissa,Odisha,1989
Kaliabor,11,GEN,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Kanakapura,11,GEN,Karnataka,M.V.Chandrashekhara Murthy,Indian National Congress,1355284.0,923505.0,68.1,255221.0,27.6,1989.0,Karnataka,Karnataka,1989
Kanara,22,SC,Karnataka,Devaray Naik G,Indian National Congress,970866.0,668957.0,68.9,31568.0,4.7,1989.0,Karnataka,Karnataka,1989
Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,737973.0,513513.0,69.6,59204.0,11.5,1989.0,Himachal Pradesh,Himachal Pradesh,1989
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress,850767.0,450405.0,52.9,45816.0,10.2,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janata Dal,942420.0,543259.0,57.7,53833.0,9.9,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Subhashini Ali,Communist Party Of India (MARXIST),1047192.0,441255.0,42.1,56587.0,12.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Kapadvanj,16,GEN,Gujarat,Gabhaji Mangaji Thakor,Bharatiya Janta Party,946333.0,520120.0,55.0,156841.0,30.2,1989.0,Gujarat,Gujarat,1989
Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,948262.0,578593.0,61.0,193165.0,33.4,1989.0,Maharashtra,Maharashtra,1989
Karimganj,1,SC,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Karimnagar,37,GEN,Andhra Pradesh,Chokka Rao Juvvadi,Indian National Congress,1075755.0,669734.0,62.3,35192.0,5.3,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Karnal,3,SC,Haryana,Chiranjit Lal,Indian National Congress,946620.0,606237.0,64.0,8673.0,1.4,1989.0,Haryana,Haryana,1989
Karol Bagh,7,GEN,Delhi [1977 Onwards],Kalka Dass,Bharatiya Janta Party,481032.0,289278.0,60.1,6969.0,2.4,1989.0,Delhi [1977 Onwards],Delhi [1977 Onwards],1989
Karur,26,GEN,Tamil Nadu,"Thambithurai, M.",All India Anna Dravida Munnetra Kazhagam,1050778.0,748242.0,71.2,238751.0,31.9,1989.0,Tamil Nadu,Tamil Nadu,1989
Kasaragod,1,GEN,Kerala,M. Rammana Rai,Communist Party Of India (MARXIST),1010280.0,802722.0,79.5,1546.0,0.2,1989.0,Kerala,Kerala,1989
Katihar,25,GEN,Bihar [1947 - 1999],Yuvarj,Janata Dal,855079.0,630832.0,73.8,103178.0,16.4,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Katwa,40,GEN,West Bengal,Saifuddin Chaudhury,Communist Party Of India (MARXIST),969983.0,811642.0,83.7,109109.0,13.4,1989.0,West Bengal,West Bengal,1989
Kendrapara,5,ST,Orissa,Rabi Ray,Janata Dal,910798.0,627566.0,68.9,96791.0,15.4,1989.0,Orissa,Odisha,1989
Keonjhar,21,ST,Orissa,Govind Chandra Munda,Janata Dal,905556.0,474770.0,52.4,126532.0,26.7,1989.0,Orissa,Odisha,1989
Khagaria,31,GEN,Bihar [1947 - 1999],Ram Sharan Yadav,Janata Dal,946945.0,593189.0,62.6,136522.0,23.0,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Umabharti,Bharatiya Janta Party,1061784.0,628167.0,59.2,193345.0,30.8,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Ram Prasad Chaudhary,Janata Dal,975835.0,513551.0,52.6,60299.0,11.7,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Khammam,40,GEN,Andhra Pradesh,Jalagam Vengal Rao,Indian National Congress,1038053.0,813657.0,78.4,59252.0,7.3,1989.0,Andhra Pradesh,Andhra Pradesh,1989
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Amritlal (Mannibhai),Bharatiya Janta Party,868671.0,535120.0,61.6,89197.0,16.7,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Pathidar,Bharatiya Janta Party,863948.0,520054.0,60.2,40898.0,7.9,1989.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1989
Khed,41,SC,Maharashtra,Bankhele Kisanrao Baburao,Janata Dal,934837.0,560627.0,60.0,15796.0,2.8,1989.0,Maharashtra,Maharashtra,1989
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Usha Verma,Indian National Congress,944231.0,451923.0,47.9,54386.0,12.0,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Janta Party,755724.0,343951.0,45.5,3785.0,1.1,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Bhagwan Dass,Janata Dal,961812.0,440063.0,45.8,47543.0,10.8,1989.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1989
Kishanganj,23,GEN,Bihar [1947 - 1999],M.J.Akbar,Indian National Congress,956458.0,559966.0,58.6,25991.0,4.6,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,964011.0,548098.0,56.9,102294.0,18.7,1989.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1989
Kokrajhar,5,ST,Assam,Data Not Available,-,,,,,,1989.0,Assam,Assam,1989
Kolaba,3,GEN,Maharashtra,Antulay A. R.,Indian National Congress,938272.0,646172.0,68.9,115434.0,17.9,1989.0,Maharashtra,Maharashtra,1989
Kolar,10,GEN,Karnataka,Y.Ramakrishna,Indian National Congress,948842.0,702728.0,74.1,132602.0,18.9,1989.0,Karnataka,Karnataka,1989
Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,893490.0,529153.0,59.2,41128.0,7.8,1989.0,Maharashtra,Maharashtra,1989
Kopargaon,40,GEN,Maharashtra,Vikhe E.V.,Indian National Congress,858141.0,514804.0,60.0,121058.0,23.5,1989.0,Maharashtra,Maharashtra,1989
Koppal,4,SC,Karnataka,Basavaraj Patil,Janata Dal,1050963.0,679404.0,64.7,23088.0,3.4,1989.0,Karnataka,Karnataka,1989
Koraput,12,ST,Orissa,Gridhar Gamango,Indian National Congress,892137.0,371881.0,41.7,45453.0,12.2,1989.0,Orissa,Odisha,1989
Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,942409.0,546722.0,58.0,128640.0,23.5,1989.0,Rajasthan,Rajasthan,1989
Kottayam,13,GEN,Kerala,Ramesh Chennithala,Indian National Congress,890166.0,752839.0,84.6,53533.0,7.1,1989.0,Kerala,Kerala,1989
Krishnagar,11,GEN,West Bengal,Ajoy Mukherjee,Communist Party Of India (MARXIST),921468.0,761992.0,82.7,16153.0,2.1,1989.0,West Bengal,West Bengal,1989
Krishnagiri,14,GEN,Tamil Nadu,"Ramamoorthy, K.",Indian National Congress,958580.0,607181.0,63.3,201494.0,33.2,1989.0,Tamil Nadu,Tamil Nadu,1989
Kurnool,26,GEN,Andhra Pradesh,Kotla Vijay Bhaskara Reddy,Indian National Congress,968645.0,655434.0,67.7,110418.0,16.8,1989.0,Andhra Pradesh,Andhra Pradesh,1989
